epoch,training_loss,training_accuracy,validation_loss,validation_accuracy,time_stamp
0,1.9151365987716182,0.2092741939329332,1.948238644335005,0.11458333374725448,2024-11-30 15:32:01.592365
1,1.8507819367993263,0.28104838728904724,1.821217205789354,0.33217592620187336,2024-11-30 15:32:01.592365
2,1.7830344400098246,0.29193548425551386,1.7026064462131925,0.3923611111111111,2024-11-30 15:32:01.592365
3,1.7372373380968649,0.35120967751549137,1.6425794098112318,0.4641203698184755,2024-11-30 15:32:01.592365
4,1.6879983525122366,0.371370967838072,1.61421803633372,0.5057870364851422,2024-11-30 15:32:01.592365
5,1.6131855172495688,0.4048387100619654,1.578044785393609,0.5185185190704134,2024-11-30 15:32:01.592365
6,1.6047402158860238,0.4411290326426106,1.5316144757800632,0.5509259237183465,2024-11-30 15:32:01.592365
7,1.5493134836996756,0.4766129034180795,1.5174154904153612,0.5625,2024-11-30 15:32:01.592365
8,1.5278783728999477,0.4802419350993249,1.4693901538848877,0.5659722222222222,2024-11-30 15:32:01.592365
9,1.5316256976896716,0.46532258102970736,1.439166055785285,0.5821759270297157,2024-11-30 15:32:01.592365
10,1.476533705188382,0.5173387104465116,1.4308247831132677,0.5625,2024-11-30 15:32:01.592365
11,1.4864730450414843,0.49153225844906223,1.39915312661065,0.5613425920406977,2024-11-30 15:32:01.592365
12,1.4512029270971976,0.5044354834864216,1.3765507141749065,0.5787037031518089,2024-11-30 15:32:01.592365
13,1.4007053836699455,0.5407258060670668,1.3595954908265009,0.5659722222222222,2024-11-30 15:32:01.592365
14,1.4086816580064836,0.5241935483870968,1.335131499502394,0.6122685174147288,2024-11-30 15:32:01.592365
15,1.3831458514736545,0.5266129028412604,1.309094508488973,0.5925925936963823,2024-11-30 15:32:01.592365
16,1.345419180008673,0.5758064523819955,1.2829565472073026,0.6261574063036177,2024-11-30 15:32:01.592365
17,1.3611055804837136,0.548790322196099,1.2608690460522969,0.6273148159186045,2024-11-30 15:32:01.592365
18,1.3563946139427923,0.5391129034180795,1.2493405143419902,0.6319444444444444,2024-11-30 15:32:01.592365
19,1.3037588250252508,0.5588709673573894,1.2236610816584692,0.65625,2024-11-30 15:32:01.592365
20,1.3368964425979122,0.5883064519974494,1.2009513278802235,0.6608796285258399,2024-11-30 15:32:01.592365
21,1.2683387014173693,0.6088709677419355,1.1840165985955133,0.6458333333333334,2024-11-30 15:32:01.592365
22,1.2893537590580602,0.5858870975432857,1.1757295727729797,0.6331018524037467,2024-11-30 15:32:01.592365
23,1.2554916681781891,0.5846774193548387,1.162912928395801,0.6400462968481911,2024-11-30 15:32:01.592365
24,1.2402878692073207,0.6108870967741935,1.1427862180603876,0.6539351840813955,2024-11-30 15:32:01.592365
25,1.201160079048526,0.6153225802606151,1.1396778656376734,0.6643518507480621,2024-11-30 15:32:01.592365
26,1.1930334664160205,0.6374999996154539,1.1179082956578996,0.6435185174147288,2024-11-30 15:32:01.592365
27,1.2060846147998687,0.6068548387096774,1.1132712099287245,0.6828703714741601,2024-11-30 15:32:01.592365
28,1.178074679067058,0.6306451616748687,1.0973406268490686,0.6828703714741601,2024-11-30 15:32:01.592365
29,1.1592839937056265,0.611290322196099,1.0898525781101651,0.7013888888888888,2024-11-30 15:32:01.592365
30,1.164340651804401,0.6125000003845461,1.0799016853173573,0.6909722222222222,2024-11-30 15:32:01.592365
31,1.2095073384623374,0.60846774232003,1.0400902430216472,0.6863425903850131,2024-11-30 15:32:01.592365
32,1.1427369963738225,0.6495967738090023,1.0485513309637706,0.6863425936963823,2024-11-30 15:32:01.592365
33,1.1175039775909916,0.6358870969664666,1.0370415548483531,0.6712962968481911,2024-11-30 15:32:01.592365
34,1.1483957171440125,0.6358870969664666,0.9965953429539999,0.7118055555555556,2024-11-30 15:32:01.592365
35,1.0921463312641266,0.6778225802606151,1.0111310515138838,0.6932870381408267,2024-11-30 15:32:01.592365
36,1.1006643464488368,0.6588709681264816,1.013193862305747,0.6875,2024-11-30 15:32:01.592365
37,1.077357042220331,0.6608870971587396,0.9948165284262763,0.6921296285258399,2024-11-30 15:32:01.592365
38,1.0939374816033147,0.6516129028412604,0.9852984348932902,0.6851851840813955,2024-11-30 15:32:01.592365
39,1.072859368016643,0.686693549156189,0.9649613897005717,0.6817129618591733,2024-11-30 15:32:01.592365
40,1.0999294634788268,0.657258064516129,0.9771057267983755,0.6643518540594313,2024-11-30 15:32:01.592365
41,1.0529244369076145,0.6516129028412604,0.9580957690874735,0.7071759270297157,2024-11-30 15:32:01.592365
42,1.082196214506703,0.6516129028412604,0.9556403540902667,0.6909722222222222,2024-11-30 15:32:01.592365
43,1.0968241595452832,0.6713709677419355,0.933136933379703,0.6979166666666666,2024-11-30 15:32:01.592365
44,1.0270282933788915,0.6834677419354839,0.9229269226392111,0.7083333333333334,2024-11-30 15:32:01.592365
45,0.9910258170097105,0.6758064512283571,0.9313189718458388,0.7002314825852712,2024-11-30 15:32:01.592365
46,1.0218960469768894,0.6685483878658663,0.9035256024863985,0.7013888888888888,2024-11-30 15:32:01.592365
47,0.9983787748121447,0.7004032250373594,0.900446656677458,0.6817129618591733,2024-11-30 15:32:01.592365
48,1.0128212628826019,0.6766129039948986,0.8923935625288222,0.7141203681627909,2024-11-30 15:32:01.592365
49,1.0273999821755193,0.6935483870967742,0.8916312389903598,0.7037037031518089,2024-11-30 15:32:01.592365
