epoch,training_loss,training_accuracy,validation_loss,validation_accuracy,time_stamp
0,1.9557981914089573,0.1693548387096774,1.9512657854292128,0.14930555555555555,2024-11-30 13:38:17.363961
1,1.8961259280481646,0.22822580654774943,1.8798472616407607,0.2326388888888889,2024-11-30 13:38:17.363961
2,1.846109547922688,0.26854838719291074,1.7980205284224615,0.3263888888888889,2024-11-30 13:38:17.363961
3,1.814864254766895,0.2629032259987247,1.7430045869615343,0.3530092587073644,2024-11-30 13:38:17.363961
4,1.7862633197538313,0.29475806461226556,1.6837756699985928,0.44560185074806213,2024-11-30 13:38:17.363961
5,1.7360840074477657,0.36411290399489865,1.6555873552958171,0.4768518524037467,2024-11-30 13:38:17.363961
6,1.7046997700968096,0.36048387135228804,1.631366080707974,0.5138888872332044,2024-11-30 13:38:17.363961
7,1.662622578682438,0.41975806461226556,1.5761215488115947,0.5300925936963823,2024-11-30 13:38:17.363961
8,1.6158861537133493,0.46774193548387094,1.5451533595720928,0.5173611111111112,2024-11-30 13:38:17.363961
9,1.5955093676044094,0.46250000019227305,1.510373380449083,0.48379629684819114,2024-11-30 13:38:17.363961
10,1.5897707400783416,0.4741935480025507,1.4775873025258381,0.5196759237183465,2024-11-30 13:38:17.363961
11,1.5524704648602394,0.4665322582567892,1.4334871570269268,0.5092592570516798,2024-11-30 13:38:17.363961
12,1.5102613318351008,0.4963709673573894,1.439959380361769,0.5162037048074934,2024-11-30 13:38:17.363961
13,1.4898732362254974,0.5016129036103526,1.4158961044417486,0.5057870364851422,2024-11-30 13:38:17.363961
14,1.476072257564914,0.4963709673573894,1.3759981128904555,0.5034722205665376,2024-11-30 13:38:17.363961
15,1.440962306914791,0.5100806451612904,1.3459078537093268,0.49884259204069775,2024-11-30 13:38:17.363961
16,1.4299378125898299,0.5,1.3483444452285767,0.4791666650109821,2024-11-30 13:38:17.363961
17,1.4118716216856433,0.5282258064516129,1.3242241740226746,0.49074073963695103,2024-11-30 13:38:17.363961
18,1.3914877445467058,0.5241935483870968,1.3162222107251484,0.5254629651705424,2024-11-30 13:38:17.363961
19,1.3729903082693777,0.5237903229651912,1.3045597672462463,0.5231481459405687,2024-11-30 13:38:17.363961
20,1.3365424640717045,0.5451612895534884,1.3034356501367357,0.5173611111111112,2024-11-30 13:38:17.363961
21,1.3271283526574411,0.5475806459303825,1.2750901612970564,0.53125,2024-11-30 13:38:17.363961
22,1.3208159515934605,0.555241935676144,1.2697468664911058,0.5428240746259689,2024-11-30 13:38:17.363961
23,1.3253891621866534,0.5516129039948986,1.2471593684620328,0.5763888872332044,2024-11-30 13:38:17.363961
24,1.297399070955092,0.5713709679342085,1.26797135008706,0.5428240746259689,2024-11-30 13:38:17.363961
25,1.2500191503955471,0.5745967741935484,1.2182566656006708,0.5752314825852712,2024-11-30 13:38:17.363961
26,1.252538238802264,0.5721774197393849,1.2035534845458136,0.5879629618591733,2024-11-30 13:38:17.363961
27,1.2382898119188124,0.5786290322580645,1.1940045422977872,0.6018518507480621,2024-11-30 13:38:17.363961
28,1.2525766934117963,0.5536290323061328,1.1956407162878249,0.5949074063036177,2024-11-30 13:38:17.363961
29,1.2671674489974976,0.5491935485793699,1.1662013894981809,0.5891203714741601,2024-11-30 13:38:17.363961
30,1.2211862744823578,0.5991935480025506,1.1821539733144972,0.5995370381408267,2024-11-30 13:38:17.363961
31,1.25057206807598,0.561693549156189,1.180308312177658,0.5925925903850131,2024-11-30 13:38:17.363961
32,1.1934080373856328,0.5850806447767443,1.166051937474145,0.6076388888888888,2024-11-30 13:38:17.363961
33,1.1890993637423362,0.5637096781884471,1.1692255437374115,0.5902777761220932,2024-11-30 13:38:17.363961
34,1.2291221810925392,0.5508064517090397,1.125861684481303,0.6145833333333334,2024-11-30 13:38:17.363961
35,1.2041565641280143,0.5725806451612904,1.1352493166923523,0.6041666666666666,2024-11-30 13:38:17.363961
36,1.1470209456259204,0.6149193548387096,1.1431402762730916,0.6006944444444444,2024-11-30 13:38:17.363961
37,1.197958888546113,0.5633064518051762,1.1193793780273862,0.6238425903850131,2024-11-30 13:38:17.363961
38,1.1123976784367715,0.6221774201239308,1.1009173028998904,0.6516203681627909,2024-11-30 13:38:17.363961
39,1.1233951180211958,0.5858870975432857,1.1044852634270985,0.6145833333333334,2024-11-30 13:38:17.363961
40,1.1402473872707737,0.6125000003845461,1.089430699745814,0.6331018507480621,2024-11-30 13:38:17.363961
41,1.1469256858671866,0.6028225806451613,1.1034782528877258,0.6168981475962533,2024-11-30 13:38:17.363961
42,1.133700103529038,0.6020161298013502,1.0745577812194824,0.6354166666666666,2024-11-30 13:38:17.363961
43,1.1176859717215262,0.592741935483871,1.0645276274946,0.6365740729702843,2024-11-30 13:38:17.363961
44,1.144934969563638,0.594758064516129,1.0584424535433452,0.6273148159186045,2024-11-30 13:38:17.363961
45,1.0874015746578094,0.6076612905148537,1.0570102168454065,0.665509260363049,2024-11-30 13:38:17.363961
46,1.0583946320318407,0.6491935483870968,1.0501050187481775,0.6724537014961243,2024-11-30 13:38:17.363961
47,1.0864117856948607,0.6213709673573894,1.0555416974756453,0.6423611111111112,2024-11-30 13:38:17.363961
48,1.0959109894690975,0.5858870975432857,1.0292766326003604,0.6539351873927646,2024-11-30 13:38:17.363961
49,1.0938152959269862,0.6161290330271567,1.0147551827960544,0.6678240729702843,2024-11-30 13:38:17.363961
50,1.093410547702543,0.6133064512283571,1.0135032435258229,0.6585648126072354,2024-11-30 13:38:17.363961
51,1.0784782555795485,0.6189516129032258,1.0093826121754117,0.6608796285258399,2024-11-30 13:38:17.363961
52,1.0545971662767473,0.6294354834864216,1.0159379442532857,0.6608796318372091,2024-11-30 13:38:17.363961
53,1.0857837065573661,0.6221774201239308,0.9871882531378005,0.665509260363049,2024-11-30 13:38:17.363961
54,1.0493083000183105,0.6350806451612904,0.9777089125580258,0.6724537014961243,2024-11-30 13:38:17.363961
55,1.0016978248473136,0.6608870971587396,0.9988588889439901,0.6585648159186045,2024-11-30 13:38:17.363961
56,1.0055101360044172,0.6411290322580645,0.9885063370068868,0.6805555555555556,2024-11-30 13:38:17.363961
57,1.0070659768196843,0.6608870971587396,0.9684673945109049,0.7083333333333334,2024-11-30 13:38:17.363961
58,1.034780333119054,0.6375000000961365,0.9527360697587332,0.7013888888888888,2024-11-30 13:38:17.363961
59,1.019263127157765,0.64153225767997,0.9887642446491454,0.6909722222222222,2024-11-30 13:38:17.363961
60,1.022524401064842,0.6181451620594147,0.9680120646953583,0.6828703681627909,2024-11-30 13:38:17.363961
61,1.00035600508413,0.6342741943174793,0.9412571456697252,0.6979166666666666,2024-11-30 13:38:17.363961
62,0.9759287141984508,0.6556451609057765,0.933707531955507,0.7222222222222222,2024-11-30 13:38:17.363961
63,1.0011533133445247,0.6540322582567891,0.934428890546163,0.709490739636951,2024-11-30 13:38:17.363961
