epoch,training_loss,training_accuracy,validation_loss,validation_accuracy,time_stamp
0,2.01391932272142,0.12943548396710428,1.945183237393697,0.1423611111111111,2024-11-30 15:07:53.783209
1,1.9108301747229792,0.19193548396710428,1.8961351447635226,0.20254629684819114,2024-11-30 15:07:53.783209
2,1.8891160180491786,0.21290322585451987,1.838697267903222,0.2893518524037467,2024-11-30 15:07:53.783209
3,1.8598137478674612,0.2487903227729182,1.809987141026391,0.3356481459405687,2024-11-30 15:07:53.783209
4,1.7977094342631679,0.27862903235420106,1.7324966258472867,0.3715277777777778,2024-11-30 15:07:53.783209
5,1.7727320655699699,0.30483870977355587,1.7100180321269565,0.4097222222222222,2024-11-30 15:07:53.783209
6,1.7431969027365408,0.33629032296519124,1.6518489254845514,0.4155092587073644,2024-11-30 15:07:53.783209
7,1.683626240299594,0.3911290322580645,1.7025865117708843,0.3796296301815245,2024-11-30 15:07:53.783209
8,1.6644632047222507,0.4080645163213053,1.5864802069134183,0.46990740795930225,2024-11-30 15:07:53.783209
9,1.658319019502209,0.39395161309549886,1.6322873830795288,0.4675925936963823,2024-11-30 15:07:53.783209
10,1.6134253855674499,0.4447580645641973,1.6070958508385553,0.40740740795930225,2024-11-30 15:07:53.783209
11,1.6066708026393768,0.44798387106387844,1.5022118025355868,0.5185185174147288,2024-11-30 15:07:53.783209
12,1.5801422634432394,0.4201612905148537,1.5553717348310683,0.43981481426291996,2024-11-30 15:07:53.783209
13,1.5472604920787196,0.4645161292245311,1.5094980001449585,0.5081018507480621,2024-11-30 15:07:53.783209
14,1.517190364099318,0.4657258064516129,1.4542761577500238,0.5474537014961243,2024-11-30 15:07:53.783209
15,1.487659381281945,0.492741935676144,1.513326558801863,0.4548611111111111,2024-11-30 15:07:53.783209
16,1.4993714555617301,0.45201612864771196,1.5072361098395453,0.4537037027378877,2024-11-30 15:07:53.783209
17,1.48455257954136,0.4596774193548387,1.397924780845642,0.5601851873927646,2024-11-30 15:07:53.783209
18,1.4470668723506313,0.4931451620594148,1.3566306895679898,0.5231481475962533,2024-11-30 15:07:53.783209
19,1.4349928479040823,0.48951612941680417,1.3798107968436346,0.5694444427887598,2024-11-30 15:07:53.783209
20,1.459972208546054,0.4875000003845461,1.4536041220029194,0.5277777777777778,2024-11-30 15:07:53.783209
21,1.3879077588358233,0.48870967761162787,1.2791849043634202,0.5833333333333334,2024-11-30 15:07:53.783209
22,1.3974167723809519,0.526612903321943,1.294084946314494,0.5266203698184755,2024-11-30 15:07:53.783209
23,1.3881023391600578,0.530241935483871,1.2565176321400537,0.6261574063036177,2024-11-30 15:07:53.783209
24,1.3937416307387813,0.4681451613864591,1.2972468501991696,0.553240739636951,2024-11-30 15:07:53.783209
25,1.337205663804085,0.5669354834864216,1.4399842619895935,0.521990739636951,2024-11-30 15:07:53.783209
26,1.3573921918869019,0.5173387104465116,1.2857967880037096,0.5196759253740311,2024-11-30 15:07:53.783209
27,1.3507496291591274,0.54596774232003,1.2734140588177576,0.5185185174147288,2024-11-30 15:07:53.783209
28,1.3355592296969505,0.5580645165135784,1.2567052377594843,0.5659722222222222,2024-11-30 15:07:53.783209
29,1.3250882587125223,0.5411290324503376,1.2459829780790541,0.6030092570516798,2024-11-30 15:07:53.783209
30,1.2763302826112317,0.5508064517090397,1.223444379038281,0.5497685174147288,2024-11-30 15:07:53.783209
31,1.302566816729884,0.546774193163841,1.217089878188239,0.5590277777777778,2024-11-30 15:07:53.783209
32,1.2872143753113285,0.5431451614825956,1.1954004698329501,0.5856481475962533,2024-11-30 15:07:53.783209
33,1.2615108816854415,0.5879032265755438,1.1443744169341192,0.6203703681627909,2024-11-30 15:07:53.783209
34,1.2402908186758719,0.587500000192273,1.1385525862375896,0.5914351840813955,2024-11-30 15:07:53.783209
35,1.2701539570285427,0.5564516129032258,1.1612070964442358,0.6412037048074934,2024-11-30 15:07:53.783209
36,1.2682477639567467,0.5217741939329332,1.1220757994386885,0.5740740729702843,2024-11-30 15:07:53.783209
37,1.2171675851268153,0.5600806455458364,1.1127339336607192,0.6145833333333334,2024-11-30 15:07:53.783209
38,1.2635365916836647,0.5600806455458364,1.1360876493983798,0.6087962968481911,2024-11-30 15:07:53.783209
39,1.1917629837989807,0.5931451609057765,1.1454798181851704,0.6354166666666666,2024-11-30 15:07:53.783209
40,1.2034370283926688,0.5810483867122281,1.1464848584598966,0.6087962985038757,2024-11-30 15:07:53.783209
41,1.2140007211316017,0.5923387100619655,1.2010801831881206,0.6006944444444444,2024-11-30 15:07:53.783209
42,1.2068776315258396,0.57903225767997,1.1785494453377194,0.5578703714741601,2024-11-30 15:07:53.783209
43,1.209004650192876,0.5786290322580645,1.084392272763782,0.6608796285258399,2024-11-30 15:07:53.783209
44,1.1852239639528337,0.6125000003845461,1.106068167421553,0.6226851840813955,2024-11-30 15:07:53.783209
45,1.1880637022756761,0.6004032261909977,1.0676601462894015,0.6284722222222222,2024-11-30 15:07:53.783209
46,1.2158504301501858,0.5935483872890472,1.090500897831387,0.5763888888888888,2024-11-30 15:07:53.783209
47,1.174662022821365,0.6020161298013502,1.1038173536459606,0.6516203714741601,2024-11-30 15:07:53.783209
48,1.110255689390244,0.6354838705831959,1.0572247670756445,0.6284722205665376,2024-11-30 15:07:53.783209
49,1.1301738619804382,0.6024193552232557,1.1916432413789961,0.615740739636951,2024-11-30 15:07:53.783209
50,1.1353384525545183,0.5959677427045761,1.0275660587681665,0.6238425936963823,2024-11-30 15:07:53.783209
51,1.0963680186579305,0.6370967741935484,1.03472414943907,0.6423611094554266,2024-11-30 15:07:53.783209
52,1.09891245249779,0.6463709685110277,1.0744445092148251,0.6574074096149869,2024-11-30 15:07:53.783209
53,1.1519388421889274,0.6040322588336083,1.0067663888136547,0.6319444444444444,2024-11-30 15:07:53.783209
